PassengerId,Survived_pred,Survived_prob
1053,1,0.7561492581782933
1054,1,0.7669999156722576
1055,0,0.10098833635647717
1056,0,0.11542901567912375
1057,1,0.5024366741323799
1058,0,0.19401342647214895
1059,0,0.11936313294605538
1060,1,0.9200900289784633
1061,0,0.38386474481059024
1062,0,0.10518799701783216
1063,1,0.5594985206101992
1064,0,0.24314695430573605
1065,0,0.16334951732710026
1066,0,0.10084132784336884
1067,1,0.9448240486795424
1068,1,0.9428041290671552
1069,0,0.25161135275942265
1070,1,0.9471332256265123
1071,1,0.9388632624909945
1072,0,0.13033177585723876
1073,0,0.26236706391639564
1074,1,0.9423695568407329
1075,0,0.16094941047348107
1076,1,0.8005596469575114
1077,0,0.09484570852706042
1078,1,0.8712277175740738
1079,0,0.1794849872331851
1080,0,0.07365816739923553
1081,0,0.11542901567912375
1082,0,0.09484570852706042
1083,0,0.150609878183744
1084,1,0.5243501132885138
1085,0,0.09766995866137314
1086,1,0.757916166979316
1087,0,0.11708508027941712
1088,1,0.8136175446733938
1089,0,0.41366696738440917
1090,0,0.12772242228859085
1091,0,0.2702775611541655
1092,1,0.8435330624286255
1093,1,0.9133296372079484
1094,0,0.1698663260640851
1095,1,0.9431227315674211
1096,0,0.12772242228859085
1097,0,0.15197073425860783
1098,1,0.7640884880360065
1099,0,0.12772242228859085
1100,1,0.9200900289784633
1101,0,0.1180186345807695
1102,0,0.2839132064879944
1103,0,0.10098833635647717
1104,0,0.0819740585997744
1105,1,0.934659194049749
1106,0,0.34373911758355946
1107,0,0.18145508629801393
1108,1,0.7161468056332205
1109,0,0.1288030286866645
1110,1,0.9100928098816127
1111,0,0.13033177585723876
1112,1,0.9035876258913317
1113,0,0.12772242228859085
1114,1,0.8902926792439189
1115,0,0.15986132782648838
1116,1,0.9106891986026806
1117,0,0.39665722159362743
1118,0,0.15986132782648838
1119,1,0.7161468056332205
1120,0,0.08725430081650028
1121,0,0.11542901567912375
1122,0,0.0819740585997744
1123,1,0.935159115498157
1124,0,0.13492754351952313
1125,0,0.10998954008658977
1126,0,0.26117166678857173
1127,0,0.12229319020156977
1128,1,0.6901219074804934
1129,0,0.27408470745236424
1130,1,0.7768488249329745
1131,1,0.9460137585764151
1132,1,0.9106891986026806
1133,1,0.8995919740568517
1134,0,0.4573920293952198
1135,0,0.10998954008658977
1136,0,0.10212329265323292
1137,0,0.18145508629801393
1138,1,0.855742272481783
1139,0,0.10084132784336884
1140,1,0.9415025619615427
1141,0,0.1616818009083416
1142,1,0.6326676515722872
1143,0,0.2617128832624799
1144,0,0.20403073170755792
1145,0,0.12772242228859085
1146,0,0.11542901567912375
1147,0,0.10518799701783216
1148,0,0.16094941047348107
1149,0,0.13033177585723876
1150,1,0.7532285860801775
1151,0,0.15986132782648838
1152,0,0.09484570852706042
1153,0,0.1180186345807695
1154,1,0.946692814338009
1155,1,0.7155172999131981
1156,0,0.19599185616862622
1157,0,0.10998954008658977
1158,0,0.09713094257171959
1159,0,0.10518799701783216
1160,0,0.2702775611541655
1161,0,0.12390340919084761
1162,0,0.44615469885121256
1163,0,0.16094941047348107
1164,1,0.7878353334445823
1165,1,0.8622954851483173
1166,0,0.12566105972110292
1167,1,0.9356443461866589
1168,0,0.13033177585723876
1169,0,0.09484570852706042
1170,0,0.11051652191872086
1171,0,0.12772242228859085
1172,0,0.26325567101292874
1173,1,0.9182350266197195
1174,1,0.7161468056332205
1175,0,0.36927437529496193
1176,1,0.6685173995300808
1177,0,0.07868510776464739
1178,0,0.10518799701783216
1179,0,0.24307431160654938
1180,0,0.16334951732710026
1181,0,0.13033177585723876
1182,0,0.1941129816494504
1183,0,0.4272722850642509
1184,0,0.16334951732710026
1185,0,0.25546040624454047
1186,0,0.11542901567912375
1187,0,0.1180186345807695
1188,1,0.6326676515722872
1189,0,0.1533980855183368
1190,0,0.18145508629801393
1191,0,0.13680914876254233
1192,0,0.2105673765761975
1193,0,0.13991715804680374
1194,0,0.08752549760045036
1195,0,0.12772242228859085
1196,1,0.7161468056332205
1197,1,0.9389038054146324
1198,0,0.2434401204443313
1199,1,0.9114891217465984
1200,0,0.3364394697113766
1201,0,0.1710522331337485
1202,0,0.12390340919084761
1203,0,0.27105837897536816
1204,0,0.10518799701783216
1205,1,0.5950860702973024
1206,1,0.9396430360458916
1207,1,0.6403255341232659
1208,0,0.19017203461097787
1209,0,0.13845065143122326
1210,0,0.23124031245306897
1211,0,0.12803358372759915
1212,0,0.15986132782648838
1213,0,0.24971817667186236
1214,0,0.1308551911414065
1215,0,0.336487731026877
1216,1,0.9487003550935041
1217,0,0.13492754351952313
1218,1,0.9462997159021265
1219,0,0.29859597311384983
1220,0,0.11051652191872086
1221,0,0.12772242228859085
1222,1,0.9471332256265123
1223,0,0.32723155346175
1224,0,0.12566105972110292
1225,1,0.758970959511084
1226,0,0.23124031245306897
1227,0,0.150609878183744
1228,0,0.23879787797161556
1229,0,0.06898866831018308
1230,0,0.12803358372759915
1231,0,0.16334951732710026
1232,0,0.12390340919084761
1233,0,0.17500209915469137
1234,0,0.07835204084574701
1235,1,0.9416907122533326
1236,0,0.09400988864009072
1237,1,0.8373789039470244
1238,0,0.1308551911414065
1239,1,0.7294629028275679
1240,0,0.12407754607411138
1241,1,0.8678465586632257
1242,1,0.9467748652513263
1243,0,0.12772242228859085
1244,0,0.0819740585997744
1245,0,0.06413165891063248
1246,1,0.7650623099134968
1247,0,0.1882155939841798
1248,1,0.9413959400373509
1249,0,0.10998954008658977
1250,0,0.16094941047348107
1251,1,0.6946240720409
1252,0,0.07973939792506267
1253,1,0.941640900933319
1254,1,0.8678465586632257
1255,0,0.14753226314664955
1256,1,0.8336770173699708
1257,0,0.07369198243212123
1258,0,0.13991715804680374
1259,0,0.07366657158515957
1260,1,0.9467748652513263
1261,0,0.3560227962737212
1262,0,0.12772242228859085
1263,1,0.9460137585764151
1264,0,0.12376130201384485
1265,0,0.11542901567912375
1266,1,0.9422181730293979
1267,1,0.9473317136100993
1268,0,0.1880234949382336
1269,0,0.12772242228859085
1270,0,0.1684832985926265
1271,0,0.173475150493292
1272,0,0.16094941047348107
1273,0,0.1180186345807695
1274,0,0.47612817776556127
1275,1,0.6179754077759178
1276,0,0.13033177585723876
1277,1,0.9400453220500244
1278,0,0.15986132782648838
1279,0,0.09766995866137314
1280,0,0.15986132782648838
1281,0,0.08381349899489857
1282,0,0.37656539598034755
1283,1,0.9422181730293979
1284,0,0.10364844506764007
1285,0,0.11188537668321161
1286,0,0.1086876944343528
1287,1,0.9423695568407329
1288,0,0.12661092151037387
1289,1,0.9467748652513263
1290,0,0.15986132782648838
1291,0,0.09531551321511361
1292,1,0.9487003550935041
1293,0,0.09484570852706042
1294,1,0.945890178716717
1295,0,0.3667639200273235
1296,0,0.3009318720687345
1297,0,0.46751215170914184
1298,0,0.12772242228859085
1299,0,0.16219595911999443
1300,1,0.7629291394192989
1301,1,0.6005335890469066
1302,1,0.7161468056332205
1303,1,0.9474147474328611
1304,0,0.4573322545499997
1305,0,0.13033177585723876
1306,1,0.9460137585764151
1307,0,0.07868510776464739
1308,0,0.13033177585723876
1309,0,0.13620787111304503
