PassengerId,Survived_pred,Survived_prob
974,0,0.15904698285800437
975,0,0.1528319340937662
976,0,0.14550583668593253
977,0,0.14321050445609718
978,1,0.8337647179620463
979,1,0.5214056226133688
980,1,0.8339185950366693
981,1,0.8525650224502445
982,0,0.4461867167421064
983,0,0.1528214505469993
984,1,0.9138700181121673
985,0,0.15284569116153168
986,0,0.16715132049807563
987,0,0.15130342098518626
988,1,0.6814840646350515
989,0,0.1536824909087566
990,1,0.5281509368925543
991,0,0.15757122385367675
992,1,0.8797877342526158
993,0,0.1429606227786901
994,0,0.15860412151972358
995,0,0.15159143708090175
996,1,0.7988251962680151
997,0,0.15595538410548496
998,0,0.16591001559249563
999,0,0.15860412151972358
1000,0,0.15290957172118988
1001,0,0.1577094893886991
1002,0,0.15519266971770684
1003,1,0.8339456515402195
1004,1,0.8499626031666304
1005,1,0.818756908749955
1006,1,0.7228124515721642
1007,0,0.20128569310357292
1008,0,0.15982761970704334
1009,1,0.784053318788594
1010,0,0.16483028431689628
1011,1,0.8466244321892258
1012,1,0.7812902327689003
1013,0,0.1610723866493657
1014,1,0.8850547361498744
1015,0,0.1527788910920581
1016,0,0.15860412151972358
1017,1,0.7330358541464894
1018,0,0.15231555290575308
1019,1,0.7837837764937835
1020,0,0.1609960014398519
1021,0,0.15130620203253684
1022,0,0.1566171398002186
1023,0,0.18799019999675948
1024,0,0.19560619395014053
1025,0,0.1438078689474771
1026,0,0.15872193273911667
1027,0,0.15129764030941115
1028,0,0.16198980452467357
1029,0,0.14731578550674954
1030,1,0.5419538226282836
1031,0,0.21086104785106366
1032,0,0.15397194715135729
1033,1,0.8533493841858438
1034,0,0.27781281587999135
1035,0,0.1472451265277605
1036,0,0.16080834142514727
1037,0,0.17882871530921746
1038,0,0.15579874529874904
1039,0,0.15232151346958459
1040,0,0.15976951546475088
1041,0,0.1587954661166326
1042,1,0.8811477285518787
1043,0,0.15984443025313122
1044,0,0.13715626034226944
1045,1,0.609241846659186
1046,0,0.12143607923422643
1047,0,0.15128565386173062
1048,1,0.8316222998332126
1049,1,0.5416151111610281
1050,0,0.16080834142514727
1051,1,0.6570822913220014
1052,1,0.833903109194461
1053,1,0.7106234271986438
1054,1,0.843538950936802
1055,0,0.15276034335390049
1056,0,0.16081861381633364
1057,1,0.5
1058,0,0.18816976090211443
1059,0,0.16639447002348534
1060,1,0.8449522261958547
1061,1,0.5387005859842864
1062,0,0.15280261265382425
1063,0,0.1611834245551141
1064,0,0.12831578146527345
1065,0,0.15983205051311863
1066,0,0.14833361647037138
1067,1,0.9149950864866835
1068,1,0.8330867182650636
1069,0,0.25081181506343814
1070,1,0.7143286396271723
1071,1,0.752722097432759
1072,0,0.15007709610363582
1073,0,0.19061532509876272
1074,1,0.8728306866124619
1075,0,0.15860412151972358
1076,1,0.8286470345738667
1077,0,0.1603284515828284
1078,1,0.9114002222730739
1079,0,0.16156766443188095
1080,0,0.15985993191243117
1081,0,0.16044464614979498
1082,0,0.14010469359342453
1083,0,0.15985628356918555
1084,0,0.45691346104690855
1085,0,0.15065641603962146
1086,1,0.8434875767445781
1087,0,0.15754243536585422
1088,1,0.7068457805859082
1089,1,0.5209972091402368
1090,0,0.14870264010855277
1091,1,0.5670880897622557
1092,1,0.84018911808101
1093,1,0.8833375363162523
1094,0,0.3804338173772733
1095,1,0.9180892037771091
1096,0,0.14765262326341344
1097,0,0.16090541458473426
1098,1,0.8229511497777113
1099,0,0.1479791311007532
1100,1,0.8470327802599835
1101,0,0.15130867943310594
1102,0,0.16046872688022518
1103,0,0.15276396407200057
1104,0,0.16375749311100896
1105,1,0.7547722420911899
1106,0,0.29598239003183663
1107,0,0.15970614546385525
1108,1,0.8340381128412021
1109,0,0.27346616644298005
1110,1,0.780617404149145
1111,0,0.15284569116153168
1112,1,0.8573212293665439
1113,0,0.15344559263613453
1114,1,0.8208679096464327
1115,0,0.15344190713953976
1116,1,0.7989078731783431
1117,1,0.7306753211347815
1118,0,0.1516163809661911
1119,1,0.8339185950366693
1120,0,0.1622594540352933
1121,0,0.15722178254575997
1122,0,0.1785872357470319
1123,1,0.8633086306321034
1124,0,0.13583445857665224
1125,0,0.15859947398776467
1126,0,0.20173964556868532
1127,0,0.1550456651075023
1128,0,0.3204558783413861
1129,0,0.1832340437856232
1130,1,0.8869422057090671
1131,1,0.8710895123279362
1132,1,0.7886352041968742
1133,1,0.8519197723560611
1134,0,0.23447278729979454
1135,0,0.15283120552548604
1136,0,0.13868919735529428
1137,0,0.1599670326720959
1138,1,0.832643192166198
1139,0,0.11630412843750912
1140,1,0.8466244321892258
1141,1,0.6625889061529574
1142,1,0.9176825792458705
1143,0,0.15504606707163235
1144,0,0.18804990787838619
1145,0,0.15137811305454127
1146,0,0.15732843784696568
1147,0,0.15280261265382425
1148,0,0.15860412151972358
1149,0,0.15284569116153168
1150,1,0.8089102901716232
1151,0,0.15344165437674398
1152,0,0.12290237763612827
1153,0,0.15344265629895512
1154,1,0.8807683626419629
1155,1,0.7840523838927472
1156,0,0.14832165806983127
1157,0,0.1528319340937662
1158,0,0.16437640286040853
1159,0,0.15280261265382425
1160,1,0.5669659852740033
1161,0,0.16322793092213247
1162,0,0.1975960325298552
1163,0,0.15860412151972358
1164,1,0.8314526181362082
1165,1,0.8339362784396821
1166,0,0.15983199753681096
1167,1,0.8142175577838614
1168,0,0.14859644972475797
1169,0,0.14291254066201603
1170,0,0.14168235370949395
1171,0,0.14987003339643595
1172,1,0.5430121415330128
1173,1,0.8004138514491033
1174,1,0.8339185950366693
1175,1,0.8678844999152722
1176,1,0.771605794259644
1177,0,0.1597048193907864
1178,0,0.1527788910920581
1179,0,0.165133969730178
1180,0,0.15983205051311863
1181,0,0.15284569116153168
1182,0,0.1577109545379479
1183,1,0.8324362720056472
1184,0,0.15983205051311863
1185,0,0.15892567130595517
1186,0,0.1601191866463225
1187,0,0.15159911298974876
1188,1,0.9348018653291754
1189,0,0.1615563143507335
1190,0,0.15621437629944598
1191,0,0.1536754367078596
1192,0,0.15657995195475172
1193,0,0.14948075043960463
1194,0,0.13926987114856537
1195,0,0.15133725650815544
1196,1,0.8339185950366693
1197,1,0.7881187834291776
1198,0,0.3511774445281096
1199,1,0.7972254495735863
1200,0,0.16819819221919627
1201,1,0.5133773106144566
1202,0,0.15988664957388574
1203,0,0.1741945998349477
1204,0,0.1528046614751841
1205,1,0.81490221278056
1206,1,0.8441815670115886
1207,1,0.8151735617503002
1208,0,0.3760652303001388
1209,0,0.15652222114920403
1210,0,0.15211958917855306
1211,0,0.19494393932614137
1212,0,0.15159143708090175
1213,0,0.16499764426339336
1214,0,0.14731578550674954
1215,0,0.15910931043058246
1216,1,0.8277077996047582
1217,0,0.15159816512495122
1218,1,0.7964482710024993
1219,0,0.2002623061997596
1220,0,0.14076795101116543
1221,0,0.15110494454581688
1222,1,0.8477029459712335
1223,0,0.16178785640431823
1224,0,0.15983199753681096
1225,1,0.7700226020429972
1226,0,0.1521227396526602
1227,0,0.1591198481826047
1228,0,0.15239687014565192
1229,0,0.19833981067428388
1230,0,0.14580956135327378
1231,0,0.15983205051311863
1232,0,0.15995991652607347
1233,0,0.15655431563990962
1234,0,0.44798756674386186
1235,1,0.7158984295146439
1236,0,0.12151681170133546
1237,1,0.515978503007323
1238,0,0.14731578550674954
1239,1,0.6730211510389271
1240,0,0.14751829686382692
1241,1,0.8695299415787505
1242,1,0.8555465983377325
1243,0,0.14765262326341344
1244,0,0.15995417493214445
1245,0,0.19181559775794044
1246,1,0.7586336025618722
1247,0,0.15863833817461315
1248,1,0.7916771070828135
1249,0,0.15283047817551815
1250,0,0.15860412151972358
1251,0,0.4828768986267806
1252,0,0.17912896833225475
1253,1,0.8999192361478727
1254,1,0.8695299415787505
1255,0,0.152186240620071
1256,1,0.879268611008111
1257,0,0.44294866829611573
1258,0,0.14321047026154898
1259,1,0.5857015783652388
1260,1,0.8538311981130985
1261,0,0.14875362148503835
1262,0,0.16743153459543939
1263,1,0.823215144508519
1264,0,0.16475568959116144
1265,0,0.16075666361649973
1266,1,0.8722627992059423
1267,1,0.7069858864110851
1268,0,0.3522945087416796
1269,0,0.1513538755250538
1270,0,0.15956060586524023
1271,0,0.15569115162079544
1272,0,0.15860412151972358
1273,0,0.15919739167622718
1274,1,0.5794225620316765
1275,0,0.4435538687077976
1276,0,0.14828054505493218
1277,1,0.833841220792533
1278,0,0.15129436539698352
1279,0,0.14867014032603865
1280,0,0.16591615804229107
1281,0,0.23674285664883984
1282,0,0.15845788371155006
1283,1,0.8849112551183314
1284,1,0.6410547152590306
1285,0,0.15918396835840942
1286,0,0.09396668103394355
1287,1,0.8701001205273069
1288,0,0.16086009876962473
1289,1,0.8677606545065967
1290,0,0.15231511418829527
1291,0,0.15890884815688397
1292,1,0.8423809623374421
1293,0,0.14299347461656686
1294,1,0.8906168931255317
1295,0,0.18455930362972567
1296,0,0.20430252380015565
1297,0,0.17304414987779618
1298,0,0.15905051052430547
1299,0,0.3636401106243869
1300,1,0.8338915124017885
1301,1,0.7592905132882914
1302,1,0.8339185950366693
1303,1,0.8565758243485472
1304,1,0.5664284538263719
1305,0,0.15284569116153168
1306,1,0.8561754938368812
1307,0,0.16047620598541018
1308,0,0.15284569116153168
1309,0,0.15822217937945265
